0.000000000000000000e+00	0.000000000000000000e+00	-5.073199999999999932e+00
1.875000000000000000e-01	3.559999996796250343e-01	-4.995499999999999829e+00
2.646999999997206032e-01	8.489999999292194843e-01	-4.965799999999999770e+00
3.037999999942258000e-01	1.299999999813735485e+00	-4.871000000000000441e+00
3.524000000325031579e-01	1.879999999888241291e+00	-4.831299999999999706e+00
5.007000000332482159e-01	2.356999999843537807e+00	-4.744500000000000384e+00
4.507000000448897481e-01	2.751999999862164259e+00	-4.731300000000000061e+00
5.346000000135973096e-01	3.280999999959021807e+00	-4.675300000000000011e+00
7.111000000149942935e-01	3.759000000078231096e+00	-4.604800000000000004e+00
7.374000000418163836e-01	4.063000000081956387e+00	-4.505200000000000315e+00
9.477000000188127160e-01	4.600000000093132257e+00	-4.402999999999999581e+00
9.555000000400468707e-01	4.955999999772757292e+00	-4.291800000000000281e+00
1.011200000008102506e+00	5.597000000067055225e+00	-4.166299999999999670e+00
1.067100000043865293e+00	6.118999999947845936e+00	-4.067199999999999704e+00
1.178500000038184226e+00	6.591999999713152647e+00	-4.007500000000000284e+00
1.327700000023469329e+00	7.080000000074505806e+00	-3.913699999999999957e+00
1.400300000037532300e+00	7.577999999746680260e+00	-3.842900000000000205e+00
1.476400000043213367e+00	7.992000000085681677e+00	-3.777099999999999902e+00
1.592400000023189932e+00	8.560999999754130840e+00	-3.680800000000000072e+00
1.663900000043213367e+00	8.938999999780207872e+00	-3.627800000000000136e+00
1.863700000045355409e+00	9.455000000074505806e+00	-3.503899999999999793e+00
1.923799999989569187e+00	9.956999999936670065e+00	-3.399199999999999999e+00
2.045800000021699816e+00	1.034299999987706542e+01	-3.239300000000000068e+00
2.115400000009685755e+00	1.083600000012665987e+01	-3.113300000000000178e+00
2.203500000003259629e+00	1.129699999978765845e+01	-2.911000000000000032e+00
2.332600000023376197e+00	1.169299999997019768e+01	-2.750000000000000000e+00
2.458400000003166497e+00	1.212000000011175871e+01	-2.523000000000000131e+00
2.570200000016484410e+00	1.255599999986588955e+01	-2.343999999999999861e+00
2.630400000023655593e+00	1.301799999969080091e+01	-2.103299999999999947e+00
2.751900000032037497e+00	1.356499999994412065e+01	-1.905100000000000016e+00
2.767900000035297126e+00	1.397500000009313226e+01	-1.743300000000000072e+00
2.825000000011641532e+00	1.449599999981001019e+01	-1.545700000000000074e+00
2.890400000032968819e+00	1.488400000007823110e+01	-1.267400000000000082e+00
3.057300000044051558e+00	1.521399999968707561e+01	-1.106800000000000006e+00
3.198900000017601997e+00	1.587599999969825149e+01	-6.551000000000000156e-01
3.297100000025238842e+00	1.629399999976158142e+01	-5.201000000000000068e-01
3.365099999995436519e+00	1.662199999997392297e+01	-3.156999999999999806e-01
3.458400000003166497e+00	1.715599999995902181e+01	-2.265000000000000069e-01
3.610300000000279397e+00	1.774599999981001019e+01	-3.780000000000000027e-02
3.719800000020768493e+00	1.816500000003725290e+01	1.140000000000000041e-02
3.845000000030267984e+00	1.871199999982491136e+01	4.159999999999999809e-02
3.994400000025052577e+00	1.920099999988451600e+01	3.109999999999999917e-02
4.111399999994318932e+00	1.964599999971687794e+01	2.019999999999999921e-02
4.168899999989662319e+00	2.015599999995902181e+01	7.000000000000000146e-03
4.280200000037439167e+00	2.064299999969080091e+01	-1.140000000000000041e-02
4.451999999990221113e+00	2.111599999992176890e+01	-2.350000000000000006e-02
4.580000000016298145e+00	2.152799999993294477e+01	-2.479999999999999913e-02
4.657600000035017729e+00	2.206399999978020787e+01	-4.760000000000000342e-02
4.834800000011455268e+00	2.247399999992921948e+01	-6.900000000000000577e-02
4.888500000000931323e+00	2.294399999966844916e+01	-7.789999999999999702e-02
5.014200000034179538e+00	2.339800000004470348e+01	-7.080000000000000182e-02
5.103200000012293458e+00	2.398300000000745058e+01	-9.500000000000000111e-02
5.190000000002328306e+00	2.441500000003725290e+01	-9.320000000000000506e-02
5.355000000039581209e+00	2.488999999966472387e+01	-1.011999999999999983e-01
5.445899999991524965e+00	2.542299999995157123e+01	-1.219999999999999973e-01
5.532000000006519258e+00	2.595899999979883432e+01	-1.068999999999999950e-01
5.704599999997299165e+00	2.639099999982863665e+01	-1.222000000000000031e-01
5.810300000011920929e+00	2.688799999980255961e+01	-1.652000000000000135e-01
5.926900000020395964e+00	2.740700000012293458e+01	-1.474000000000000032e-01
5.980199999990873039e+00	2.788599999994039536e+01	-1.754999999999999893e-01
6.115500000014435500e+00	2.830700000002980232e+01	-1.849000000000000088e-01
6.176800000015646219e+00	2.875499999988824129e+01	-1.973999999999999921e-01
6.286000000021886081e+00	2.928200000012293458e+01	-2.404999999999999916e-01
6.345000000030267984e+00	2.975199999986216426e+01	-2.363999999999999990e-01
6.510400000028312206e+00	3.022699999995529652e+01	-2.520999999999999908e-01
6.599000000045634806e+00	3.081099999975413084e+01	-2.913999999999999924e-01
6.732400000037159771e+00	3.124500000011175871e+01	-2.590000000000000080e-01
6.831200000015087426e+00	3.176899999985471368e+01	-2.338999999999999968e-01
6.962700000032782555e+00	3.234299999987706542e+01	-2.748999999999999777e-01
7.083199999993667006e+00	3.275799999991431832e+01	-2.671999999999999931e-01
7.192100000043865293e+00	3.327699999976903200e+01	-2.909999999999999809e-01
7.307600000000093132e+00	3.374500000011175871e+01	-2.902000000000000135e-01
7.384200000029522926e+00	3.424399999994784594e+01	-2.810000000000000275e-01
7.564700000046286732e+00	3.469699999969452620e+01	-2.802000000000000046e-01
7.669500000018160790e+00	3.513599999994039536e+01	-2.978999999999999981e-01
7.760200000018812716e+00	3.570999999996274710e+01	-3.426000000000000156e-01
7.905000000027939677e+00	3.616999999992549419e+01	-3.701999999999999735e-01
8.012800000025890768e+00	3.668999999994412065e+01	-4.079999999999999738e-01
8.179999999993015081e+00	3.713799999980255961e+01	-4.302000000000000268e-01
8.152600000030361116e+00	3.768800000008195639e+01	-4.212000000000000188e-01
8.369500000029802322e+00	3.812699999986216426e+01	-4.623999999999999777e-01
8.499600000039208680e+00	3.859899999992921948e+01	-5.042999999999999705e-01
8.634799999999813735e+00	3.906300000008195639e+01	-5.629999999999999449e-01
8.680400000012014061e+00	3.960199999995529652e+01	-6.065000000000000391e-01
8.814899999997578561e+00	4.007899999991059303e+01	-6.145000000000000462e-01
8.950200000021141022e+00	4.058699999982491136e+01	-6.747999999999999554e-01
9.060700000030919909e+00	4.103499999968335032e+01	-7.345000000000000417e-01
9.213199999998323619e+00	4.140799999982118607e+01	-8.450999999999999623e-01
9.333000000042375177e+00	4.190499999979510903e+01	-1.210700000000000109e+00
9.595100000035017729e+00	4.239199999999254942e+01	-1.333099999999999952e+00
9.725700000009965152e+00	4.276699999999254942e+01	-1.569199999999999928e+00
9.848100000002887100e+00	4.324200000008568168e+01	-1.814300000000000024e+00
1.008880000002682209e+01	4.366999999992549419e+01	-2.006499999999999950e+00
1.026790000003529713e+01	4.415899999998509884e+01	-2.155400000000000205e+00
1.042269999999552965e+01	4.464500000001862645e+01	-2.300399999999999778e+00
1.052590000000782311e+01	4.487299999967217445e+01	-2.418299999999999894e+00
1.076370000001043081e+01	4.534400000004097819e+01	-2.557399999999999896e+00
1.090400000003864989e+01	4.570899999979883432e+01	-2.725099999999999856e+00
1.107970000000204891e+01	4.614299999969080091e+01	-2.874600000000000044e+00
1.126970000000437722e+01	4.662599999969825149e+01	-2.985300000000000065e+00
1.153000000002793968e+01	4.716800000006332994e+01	-3.073500000000000121e+00
1.159580000001005828e+01	4.759700000006705523e+01	-3.140299999999999869e+00
1.176970000000437722e+01	4.808499999996274710e+01	-3.211100000000000065e+00
1.196689999999944121e+01	4.846299999998882413e+01	-3.296899999999999942e+00
1.206100000004516914e+01	4.900699999975040555e+01	-3.340199999999999836e+00
1.232349999999860302e+01	4.948799999989569187e+01	-3.398800000000000043e+00
1.243550000002142042e+01	4.996100000012665987e+01	-3.438800000000000079e+00
1.252309999999124557e+01	5.047999999998137355e+01	-3.401299999999999990e+00
1.271620000002440065e+01	5.098600000003352761e+01	-3.450200000000000156e+00
1.293880000000353903e+01	5.145699999993667006e+01	-3.463200000000000056e+00
1.295180000003892928e+01	5.192999999970197678e+01	-3.549700000000000077e+00
1.320829999999841675e+01	5.244799999985843897e+01	-3.644299999999999873e+00
1.338560000003781170e+01	5.280899999989196658e+01	-3.687600000000000211e+00
1.352030000003287569e+01	5.329499999992549419e+01	-3.714799999999999880e+00
1.364370000001508743e+01	5.381999999983236194e+01	-3.731199999999999850e+00
1.389230000000679865e+01	5.428200000012293458e+01	-3.732499999999999929e+00
1.392080000002169982e+01	5.470899999979883432e+01	-3.750999999999999890e+00
1.404250000003958121e+01	5.520299999974668026e+01	-3.812100000000000044e+00
1.412979999999515712e+01	5.566099999984726310e+01	-3.778099999999999792e+00
1.418940000003203750e+01	5.614399999985471368e+01	-3.770700000000000163e+00
